id,diacritics,no_diacritics
136072,"Ziarul Financiar aduce la aceeași masă producători, distribuitori, autorități de reglementare, pentru a discuta ce trebuie făcut pentru a avea stabilitate pe piața de energie și cu cât vor crește prețurile..","Ziarul Financiar aduce la aceeasi masa producatori, distribuitori, autoritati de reglementare, pentru a discuta ce trebuie facut pentru a avea stabilitate pe piata de energie si cu cat vor creste preturile.."
77017,"Nu o nuvelă, nu un roman, ci o epopee! O epopee ce a schimbat cursul lumii.","Nu o nuvela, nu un roman, ci o epopee! O epopee ce a schimbat cursul lumii."
147543,"Și asta pentru că, așa cum a dezvăluit recent România liberă, CFR Călători mare are bani să funcționeze doar până pe 25 noiembrie.","Si asta pentru ca, asa cum a dezvaluit recent Romania libera, CFR Calatori mare are bani sa functioneze doar pana pe 25 noiembrie."
316912,"«O noapte furtunoasă» formează, împreună cu celelalte trei comedii, o perioadă bine distinctă în cariera literară a lui Caragiale.","«O noapte furtunoasa» formeaza, impreuna cu celelalte trei comedii, o perioada bine distincta in cariera literara a lui Caragiale."
121409,"Din nou contrapunem autohtonismul nostru Occidentului, în loc să adăugăm firesc identitatea noastră, în toată splendoarea ei, bogăției lui”.","Din nou contrapunem autohtonismul nostru Occidentului, in loc sa adaugam firesc identitatea noastra, in toata splendoarea ei, bogatiei lui”."
19530,"Astfel, dacă nu s-ar depune acest formular, cetățenii români ar putea fi impozitați atât în România, cât și în altă țară în care își desfășoară activitatea.","Astfel, daca nu s-ar depune acest formular, cetatenii romani ar putea fi impozitati atat in Romania, cat si in alta tara in care isi desfasoara activitatea."
213882,Este o tranzacție care ajută ecosistemul local și care dă încredere antreprenorilor să depună în continuare efort pentru businessurile lor.,Este o tranzactie care ajuta ecosistemul local si care da incredere antreprenorilor sa depuna in continuare efort pentru businessurile lor.
160008,"La aterizare, mi se pare că se apropie vertiginos de pămînt și că o să vină direct în bot.","La aterizare, mi se pare ca se apropie vertiginos de pamint si ca o sa vina direct in bot."
70053,Această este o narare a lui Morgan Freeman.,Aceasta este o narare a lui Morgan Freeman.
42818,"Condițiile de oligiopol ale pieței RCA se vor accentua, ceea ce înseamnă că vom avea o calitate redusă a serviciilor și, pe cale de consecință, cei care vor avea de suferit vor fi tocmai aceia care trebuie să fie despăgubiți ca urmare a unui eveniment rutier.","Conditiile de oligiopol ale pietei RCA se vor accentua, ceea ce inseamna ca vom avea o calitate redusa a serviciilor si, pe cale de consecinta, cei care vor avea de suferit vor fi tocmai aceia care trebuie sa fie despagubiti ca urmare a unui eveniment rutier."
174798,"Sume pentru alte ministere: MINISTERUL AGRICULTURII ȘI DEZVOLTĂRII RURALE: buget – 23.522,1 milioane lei, majorare - 23,6% MINISTERUL AFACERILOR INTERNE: buget – 15.311,9 milioane lei, majorare - 20,7% MISTERUL JUSTIȚIEI: buget – 3.750,6 milioane lei, scădere – 0,8% MINISTERUL PUBLIC: buget – 1.234,7 milioane lei, majorare - 0,23% MINISTERUL TINERETULUI ȘI SPORTULUI: buget – 517,3 milioane lei, majorare - 15,3% MINISTERUL MEDIULUI: buget – 444,9 milioane lei, scădere - 5,4% MINISTERUL COMUNICAȚIILOR ȘI SOCIETĂȚII INFORMAȚIONALE: buget – 291,8 milioane lei, din care 170 milioane lei pentru majorarea capitalului social la Companiei Naționale ""Poșta Română"" - S.A. MINISTERUL ECONOMIEI: buget – 355,9 milioane lei, din care 53 milioane lei pentru capitalul social al operatorilor economici din industria națională de apărare aflați sub autoritatea acestuia.","Sume pentru alte ministere: MINISTERUL AGRICULTURII SI DEZVOLTARII RURALE: buget – 23.522,1 milioane lei, majorare - 23,6% MINISTERUL AFACERILOR INTERNE: buget – 15.311,9 milioane lei, majorare - 20,7% MISTERUL JUSTITIEI: buget – 3.750,6 milioane lei, scadere – 0,8% MINISTERUL PUBLIC: buget – 1.234,7 milioane lei, majorare - 0,23% MINISTERUL TINERETULUI SI SPORTULUI: buget – 517,3 milioane lei, majorare - 15,3% MINISTERUL MEDIULUI: buget – 444,9 milioane lei, scadere - 5,4% MINISTERUL COMUNICATIILOR SI SOCIETATII INFORMATIONALE: buget – 291,8 milioane lei, din care 170 milioane lei pentru majorarea capitalului social la Companiei Nationale ""Posta Romana"" - S.A. MINISTERUL ECONOMIEI: buget – 355,9 milioane lei, din care 53 milioane lei pentru capitalul social al operatorilor economici din industria nationala de aparare aflati sub autoritatea acestuia."
18690,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 26.09.2017.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 26.09.2017.
32178,Un copil căzuse în apă și striga după ajutor fiind gata să se înece.,Un copil cazuse in apa si striga dupa ajutor fiind gata sa se inece.
82406,Directoarea i-a spus scurt: „Nu mai e!“.,Directoarea i-a spus scurt: „Nu mai e!“.
13878,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 14.07.2016.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 14.07.2016.
187520,euro în 2015 Citeste si: Antreprenori locali.,euro in 2015 Citeste si: Antreprenori locali.
25352,"Dacă în mod tradițional ombudsman-ul este un «apărător al drepturilor și libertăților, Avocatul Poporului din România are în plus și responsabilitatea de a fi un autentic partener al oamenilor și al societății civile pentru a îmbunătăți dialogul cu autoritățile publice, obligându-le pe acestea din urmă să devină mai transparente și mai eficiente în relația cu cetățenii, în slujba cărora de altfel se și află”, subliniază Klaus Iohannis.","Daca in mod traditional ombudsman-ul este un «aparator al drepturilor si libertatilor, Avocatul Poporului din Romania are in plus si responsabilitatea de a fi un autentic partener al oamenilor si al societatii civile pentru a imbunatati dialogul cu autoritatile publice, obligandu-le pe acestea din urma sa devina mai transparente si mai eficiente in relatia cu cetatenii, in slujba carora de altfel se si afla”, subliniaza Klaus Iohannis."
190029,Aceste culori merg bine.,Aceste culori merg bine.
291126,"Statul democrat-popular sprijină pe țăranii cu gospodării mici și mijlocii și pe meseriași, cu scopul de a-i feri de exploatarea capitalistă, de a spori producția realizată de ei și de a ridica bunăstarea lor.","Statul democrat-popular sprijina pe taranii cu gospodarii mici si mijlocii si pe meseriasi, cu scopul de a-i feri de exploatarea capitalista, de a spori productia realizata de ei si de a ridica bunastarea lor."
274865,Am adunat sujete Cu ce să fac să rîdă pre Pan ș-a lui urdie.,Am adunat sujete Cu ce sa fac sa rida pre Pan s-a lui urdie.
380140,Boieria și domnia aducea pieirea țării.,Boieria si domnia aducea pieirea tarii.
68785,Mandatul i-a fost prelungit și în Executivul condus de Mihai Tudose.,Mandatul i-a fost prelungit si in Executivul condus de Mihai Tudose.
67298,"Polițiștii vor încerca să stabilească cine se face vinovat că poartă, inaugurată de Primăria Timișoara în vara lui 2015, care a costat 56.000 de euro, s-a putut prăbuși atât de ușor.","Politistii vor incerca sa stabileasca cine se face vinovat ca poarta, inaugurata de Primaria Timisoara in vara lui 2015, care a costat 56.000 de euro, s-a putut prabusi atat de usor."
14281,"În iunie 2016, un grup de nouă senatori PSD a depus o inițiativă legislativă pentru a modifica și completa Legea Curții de Conturi.","In iunie 2016, un grup de noua senatori PSD a depus o initiativa legislativa pentru a modifica si completa Legea Curtii de Conturi."
172605,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.
96423,"BM. 100 cei mai admirați CEO: „Leadershipul nu vine la pachet cu semnarea contractului și nici cu scaunul pe care stai așezat“ astăzi, 00:05 Autor: Ioana Mihai Citeste si: Business Magazin îi premiază săptămâna viitoare pe cei mai admirați CEO din România Florin Cașotă, jurnalist Business Magazin, este marele laureat al competiției Siemens CEE Press Award 2017 Business Magazin va lansa săptămâna viitoare în cadrul galei CEO Awards catalogul 100 cei mai admirați CEO, ajuns anul acesta la a opta ediție.","BM. 100 cei mai admirati CEO: „Leadershipul nu vine la pachet cu semnarea contractului si nici cu scaunul pe care stai asezat“ astazi, 00:05 Autor: Ioana Mihai Citeste si: Business Magazin ii premiaza saptamana viitoare pe cei mai admirati CEO din Romania Florin Casota, jurnalist Business Magazin, este marele laureat al competitiei Siemens CEE Press Award 2017 Business Magazin va lansa saptamana viitoare in cadrul galei CEO Awards catalogul 100 cei mai admirati CEO, ajuns anul acesta la a opta editie."
341630,Moșneguțului i-au părut foarte bine că-i așa de aproape de ținta sa.,Mosnegutului i-au parut foarte bine ca-i asa de aproape de tinta sa.
220174,"Pe vremea mea am fost și eu soldat, Bocancul rupt zolga noroaie grele.","Pe vremea mea am fost si eu soldat, Bocancul rupt zolga noroaie grele."
364726,Alți slujitori stăteau pe cămile.,Alti slujitori stateau pe camile.
15967,"Parcursul său politic al a fost presărat cu succese și înfrângeri: vise ratate pentru o carieră în forbal, dependență de alcool, conducerea unei librării, o perioadă ca primar al unui orășel și anii petrecuți în lumina reflectoarelor ca președinte al Parlamentului European.","Parcursul sau politic al a fost presarat cu succese si infrangeri: vise ratate pentru o cariera in forbal, dependenta de alcool, conducerea unei librarii, o perioada ca primar al unui orasel si anii petrecuti in lumina reflectoarelor ca presedinte al Parlamentului European."
115647,"Mai mult, anul trecut consumul privat și-a continuat galopul, fiind vioara întâi a economiei.","Mai mult, anul trecut consumul privat si-a continuat galopul, fiind vioara intai a economiei."
207892,"A doua observație este aceea că nu pot fi de acord, în totalitate, cu niciunul dintre cele 11 ""argumente"" ale domnului profesor Socol.","A doua observatie este aceea ca nu pot fi de acord, in totalitate, cu niciunul dintre cele 11 ""argumente"" ale domnului profesor Socol."
284989,"Cum te-ai dus d-ta acasă, n-a trecut tocmai mult și iacă s-aude cineva bătînd la ușă.","Cum te-ai dus d-ta acasa, n-a trecut tocmai mult si iaca s-aude cineva batind la usa."
226613,ar fi cîștigat în verosimilitate.,ar fi cistigat in verosimilitate.
83846,"Potrivit acestuia, firmele sub acoperire realizează aceste contracte nu pentru interesul serviciilor secrete, ci pentru a servi unor ""interese personale, tip SRL Coldea""  sau ""PFA Kovesi"".","Potrivit acestuia, firmele sub acoperire realizeaza aceste contracte nu pentru interesul serviciilor secrete, ci pentru a servi unor ""interese personale, tip SRL Coldea""  sau ""PFA Kovesi""."
383916,urmează politehnicul din Praga.,urmeaza politehnicul din Praga.
222520,Fără îndoială că în capul lui Năstase Blîndu se zămislise un gînd mare.,Fara indoiala ca in capul lui Nastase Blindu se zamislise un gind mare.
184673,"""În această privință, Germania este un exemplu bun de cum o economie poate beneficia mult timp de reforme mai vechi"", scriu analiștii de la ING.","""In aceasta privinta, Germania este un exemplu bun de cum o economie poate beneficia mult timp de reforme mai vechi"", scriu analistii de la ING."
297973,"Ce vrea să zică de-a fi cineva doctor, hirurg!... Pînă ce n-a tăia, n-a ciocîrti, n-a hăcui, nu se ține mulțămit.","Ce vrea sa zica de-a fi cineva doctor, hirurg!... Pina ce n-a taia, n-a ciocirti, n-a hacui, nu se tine multamit."
24833,"În acest context, investitorii străini  consideră că autoritățile trebuie să traseze obiective bine definite în domeniul transporturilor, având în vedere că în prezent nu sunt clare prioritățile pentru următorii 3-5 ani, nici forma de finanțare și nici modul de implementare a proiectelor de infrastructură.","In acest context, investitorii straini  considera ca autoritatile trebuie sa traseze obiective bine definite in domeniul transporturilor, avand in vedere ca in prezent nu sunt clare prioritatile pentru urmatorii 3-5 ani, nici forma de finantare si nici modul de implementare a proiectelor de infrastructura."
146774,"Dacă agenția de taxe din Catalonia preia toate formele de taxare, va colecta un total de 42 de miliarde de euro, apreciază Josep Lluis Salvado secretar în trezoreria catalană.","Daca agentia de taxe din Catalonia preia toate formele de taxare, va colecta un total de 42 de miliarde de euro, apreciaza Josep Lluis Salvado secretar in trezoreria catalana."
