	Score	Sent1	Sent2
5113	3.0	Un vulcan erupe in Indonezia: 100.000 de oameni evacuati si aeroporturile inchise	Eruptie vulcanica duce la inchiderea a 3 aeroporturi
5114	1.4	49 de morti si 148 de raniti in atacurile violente din Irak	2 morti si 11 raniti in atacurile din Irak
5115	1.4	Ianukovici, presedintele Ucrainei, afirma ca nu planuieste sa se retraga	Opozitia din Ucraina cere demisia lui Ianukovici
5116	0.8	Viiturile au ucis 58 de oameni in estul Afganistanului	Explozia unei bombe raneste 16 oameni in estul Afganistanului
5117	5.0	Anchetatorii cerceteaza motivele atacatorului de la Aeroportul International Los Angeles	Anchetatorii cerceteaza motivele atacatorului de la Aeroportul International Los Angeles
5118	5.0	Revolta dupa ce apar rapoarte despre o fetita indiana de 6 ani violata la scoala	Revolta dupa ce s-a aflat ca o fetita de 6 ani a fost abuzata sexual la scoala
5119	4.6	Janet Yellen va deveni prima femeie care va conduce Rezerva Federala	Senatul din SUA confirma ca Janet Yellen se afla in functia de sef al Rezervei Federale SUA
5120	3.8	Puterile mondiale si Iranul sub conducerea lui Rouhani reincep negocierile nucleare	Puterile mondiale cauta sa progreseze in negocierile dificile legate de programul nuclear iranian
5121	1.2	Fratia musulmana interzisa in Egipt	Armata detine detine avantajul in Egipt
5122	2.8	Se asteapta cresterea numarului de decese in explozia trenului petrolier din Canada	Cinci morti in urma unui accident feroviar din Canada
5123	0.4	Filipine amana comentariile asupra atacului pescarilor taiwanezi	Influenta lui Bin Laden continua, asa cum dovedeste atacul de la mallul din Kenya
5124	1.6	Multimi, demnitari se aduna la comemorarea lui Mandela	Obama si-a facut un selfie la funeraliile lui Mandela
5125	1.8	Obama solicita israelienilor si palestinienilor sa fie retinuti	Obama se intalneste cu negociatori israelieni si palestinieni
5126	4.2	Rusia elibereaza doctorul de la Greenpeace	Instanta judecatoreasca din Rusia elibereaza pe cautiune doctorul de pe nava de la Greenpeace
5127	0.2	Epava unui avion rusesc a fost gasita dupa un an	Rusia evacueaza ambasada din Libia dupa un atac
5128	4.0	17 morti in urma unui atac american cu drone la o nunta din Yemen	O drona americana a ucis accidental 14 oameni la o nunta din Yemen
5129	1.0	Indicele de productie al Chinei - la minimumul ultimelor 11 luni: HSBC	Productia din China se extinde in septembrie
5130	0.4	Franta urmeaza sa interzica concursurile de frumusete adresate copiilor	Facebook va testa serviciul de plati prin telefon
5131	1.8	Semnificatia zilei de 2 decembrie in istorie	Semnificatia zilei de 23 aprilie in istorie
5132	1.8	Vapoare pregatite pentru transportarea armelor chimice siriene	ONU adopta rezolutia armelor chimice siriene
5133	0.6	Bilantul mortilor in urma prabusirii unei cladiri din Mumbai ajunge la 29	Bilantul mortilor in urma prabusirii unei mine din Indonezia ajunge la 12
5134	1.4	Extremistii revendica atacurile comise in Nigeria	O grupare militanta greaca revendica asasinarile celor din partidul Zorii Aurii
5135	3.8	Fortele pro-ruse intra in baza navala ucraineana din Crimeea	Fortele din Crimeea au luat cu asalt sediul marinei ucrainene
5136	4.2	Cadavrul unui magnat sud-coreean al transportului maritim dat disparut a fost gasit pe un camp	Dezastrul feribotului Sewol: a fost gasit trupul unui magnat al transportului sud-coreean
5137	2.2	Nicio noutate in ceea ce priveste starea de sanatate a lui Nelson Mandela	Starea de sanatate a lui Nelson Mandela se imbunatateste
5138	2.0	Ucraina: noua persoane au murit in confruntarile violente din Kiev	Ucraina se afla sub presiune din cauza confruntarilor violente din Kiev
5139	4.2	Misiuni aeriene de supraveghere ale SUA vor ajuta la gasirea fetelor nigeriene rapite	Avioane de supraveghere ale SUA se alatura misiunii de cautare a fetelor nigeriene rapite
5140	3.8	Printul George a fost botezat la Palatul St. James	Printul George a fost botezat in Londra
5141	4.0	Distributia Monty Python se reuneste pentru un nou show	Distributia Monty Python se reuneste pe scena
5142	0.2	Ministrul afacerilor externe al Italiei discuta cu vicepresedintele Ghanei	Prim-ministrul belgian a transmis condoleante victimelor
5143	1.4	Politia afirma ca barbatul inarmat care a tinut ostatici pompierii din Atlanta este acum mort	The Lede: Video: pompierii din Georgia luati ostatici de catre un barbat inarmat
5144	5.0	Cazul Bradley Manning-WikiLeaks ajunge la faza sentintei	Cazul Manning WikiLeaks ajunge la faza sentintei
5145	2.4	Sondajul din Egipt: 98% voteaza „da” pentru noua constitutie	In Egipt are loc votarea cheie a constitutiei
5146	4.6	Iranul si sase puteri globale semneaza un acord nuclear de referinta	Iranul si puterile mondiale sunt de acord cu tratatul nuclear
5147	1.0	Fortele israeliene aresteaza 6 palestinieni in raidurile nocturne din Cisiordania	Israelul ii clasifica pe nativii din Ierusalim ca non-cetateni
5148	2.8	Haga „ingrijorata cu privire la desfasurarea” alegerilor din Zimbabwe	Zimbabwe: „Preocupari serioase” in legatura cu alegerile
5149	0.6	Actiunile de la bursa din Hong Kong incheie in crestere	Actiunile de la bursa indiana deschid in crestere
5150	0.4	Demnitarii aduc un omagiu lui Paul Desmarais	Starurile aduc un omagiu lui James Garner
5151	4.2	Avioane ale companiei aeriene Southwest raman la sol din cauza unei erori de computer	Zboruri ale companiei aeriene Southwest amanate si anulate din cauza unei erori de computer
5152	3.6	Ambasada Vaticanului din Siria a fost lovita de un obuz de mortier	Ambasada Vaticanului din Siria a fost lovita de un obuz de mortier; nu sunt raniti
5153	4.2	Coreea de Nord blocheaza accesul la zona industriala comuna	Coreea de Nord blocheaza accesul la zona industriala cheie
5154	2.8	Militantii islamici au ucis 9 turisti straini si un pakistanez	Atacatori ucid 11 turisti straini in Pakistan
5155	1.0	Fortele „occidentale” ataca o baza a militantilor islamici din Somalia	Puterile occidentale se lupta sa se imprieteneasca cu Modi
5156	3.8	Hong Kongul se pregateste de un miting pro-democratie de proportii, la aniversarea preluarii jurisdictiei	Hong Kongul se pregateste de un miting pro-democratie de proportii
5157	3.0	Un atentator sinucigas ucide 20 de oameni in Irak	Un atentator sinucigas a detonat o bomba intr-o scoala primara din Irak, ucigand 15 persoane
5158	0.4	Cinci copii ingropati de vii in urma unei alunecari de teren din Bohol	Noua copii au fost ucisi in urma unui atac din Afganistan
5159	3.0	6 persoane au fost ucise de lava incinsa in urma eruptiei unui vulcan in Indonezia	Cinci morti in urma eruptiei unui vulcan din Indonezia
5160	0.6	Cel putin 11 morti dupa ce o cladire s-a prabusit in India	Cel putin 66 de morti in urma exploziei unei bombe in Irak
5161	2.8	Au inceput alegerile prezidentiale in Egipt	Egiptul emite mult asteptata lege a alegerilor prezidentiale
5162	4.4	Fiul unui pastor evanghelic american s-a sinucis. Fiul unui cunoscut pastor evanghelic american, Rick Warren, s-a sinucis.	Fiul lui Wanner, cunoscutul pastor evanghelic american, s-a sinucis
5163	0.0	Parlamentul italian sustine noul premier	Un tren a deraiat ucigand 4 persoane in New York
5164	0.4	Parlamentarii rusi adopta un nou proiect de lege care restrictioneaza internetul	Rusia afirma ca „obiecte” balistice au fost trase in Marea Mediterana
5165	3.4	Super taifunul Haiyan, cel mai puternic al sezonului, loveste Filipine	Super taifunul Haiyan se apropie de Filipine
5166	0.0	NATO condamna represiunea Ucrainei	Legaturile Thailandei sunt cele mai bune din regiune
5167	1.2	China va investiga exporturile de vin din UE	Investigatia lui Christie se incinge
5168	3.6	Conan O'Brien la Cina Corespondentilor de la Casa Alba	Obama si O'Brien pun in scena propriile versiuni ale Cinei corespondentilor de la Casa Alba
5169	3.0	Suspectul atentatului cu bomba din Boston a fost acuzat, sunt suspectate motive religioase	Suspectul atentatului cu bomba din Boston a fost acuzat pe patul de spital
5170	1.4	Pietele financiare asiatice sunt impartite in legatura cu datele comerciale ale Chinei	Pietele financiare asiatice in declin din cauza temerilor legate de stimulentele Bancii Centrale
5171	4.8	Cel mai batran om din lume a murit in Japonia la 116 ani	Jiroemon Kimura: cel mai batran om din lume moare la varsta de 116 ani
5172	1.4	Cursurile de schimb valutar din India	Cursurile de schimb valutar din Singapore
5173	3.6	Incendiile din Colorado distrug mai mult de 90 de case, pe masura ce vantul se inteteste	Incendiile din Colorado pot cauza cele mai serioase distrugeri de proprietate din istoria statului
5174	2.0	Un cutremur cu magnitudinea de 6.3 pe scara Richter loveste o insula din Indonezia	Un cutremur cu magnitudinea de 6 pe scara Richter loveste Thailanda
5175	2.0	Guvernul afgan si cel american vor purta discutii de pace cu talibanii	Pakistanul poarta discutii directe cu talibanii
5176	3.0	Stiri despre terorism si conflictul israeliano-palestinian (22-28 ianuarie 2014)	Stiri despre terorism si conflictul israeliano-palestinian (31 iulie - 6 august 2014)
5177	1.6	„Este fie prea tarziu, fie prea devreme sa intervenim in Siria”	Sef ONU: Inspectorii au nevoie de 4 zile pentru a incheia ancheta in Siria
5178	1.0	Echipa de negocieri nucleare a Iranului pleaca in Kazahstan	Programul nuclear al Iranului „a costat Teheranul peste 100 de miliarde de dolari”
5179	0.8	Comenzile pentru fabricile din SUA au scazut cu 0,7% in ianuarie	Comenzile pentru fabricile germane si-au revenit in ianuarie
5180	5.0	Oameni inarmati inconjoara Ministerul de Externe al Libiei pentru a face revendicari	Oameni inarmati inconjoara Ministerul de Externe al Libiei pentru a face revendicari
5181	0.6	Numarul mortilor in urma taifunului ajunge la 3633	Bilantul mortilor din Egipt a crescut la 638
5182	4.2	Presedintele Ugandei semneaza proiectul de lege impotriva homosexualilor	Presedintele Ugandei aproba legea dura impotriva homosexualilor
5183	1.8	Parlamentul rus ii permite lui Putin sa foloseasca armata in Ucraina	Rusia nu are intentia de a anexa sud-estul Ucrainei: Ministrul de Externe
5184	4.4	Bradley Manning achitat de sprijinirea inamicului	Soldatul Wikileaks, Bradley Manning, a fost achitat de sprijinirea inamicului
5185	0.6	G7 „va intensifica sanctiunile impotriva Rusiei”	Ucraina se teme de o invazie ruseasca
5186	5.0	Avionul unei trupe rock aterizeaza de urgenta in Illinois	Avionul unei trupe rock aterizeaza de urgenta in Illinois
5187	0.8	A doua zi de vizita a prim-ministrului rus in Crimeea	Rusia da un avertisment impotriva stabilirii unor preconditii pentru Siria
5188	4.6	Un judecator aproba hranirea fortata a detinutilor din California	Un judecator american aproba hranirea fortata a detinutilor californieni aflati in greva foamei
5189	4.0	16 morti in urma luptelor violente dintre bande intr-o inchisoare din Venezuela	Saisprezece persoane au fost ucise intr-o inchisoare din Venezuela
5190	3.4	Numarul soldatilor americani morti in Afganistan ajunge la 2153	Soldati militari morti in Afganistan
5191	1.4	Oficial SUA: Israelienii si palestinienii cer o noua intalnire luni	Palestinienii: Nu vrem ca planul Kerry sa esueze
5192	3.8	Furtuna tropicala Karen vizeaza Coasta Golfului SUA	Furtuna tropicala Karen urmeaza sa loveasca
5193	4.8	Seamus Heaney, poet irlandez al naturii si al chinului, moare la 74 de ani	Seamus Heaney, poet irlandez si castigator al premiului Nobel, a murit la 74 de ani
5194	4.6	Islamistii din Bangladesh protesteaza impotriva bloggerilor atei	Islamistii din Bangladesh protesteaza, cerand actiuni impotriva bloggerilor atei
5195	4.0	Zborul MH17 al companiei aeriene Malaysia Airlines s-a prabusit in estul Ucrainei	Avion al companiei aeriene Malaysia Airlines s-a prabusit la frontiera Ucrainei cu Rusia
5196	1.8	Un atentator sinucigas ucide 13 persoane la un restaurant din centrul Somaliei	Un atentator sinucigas a ucis cel putin 4 persoane in Kabul
5197	5.0	Anthony Weiner cade pe locul patru in noul sondaj	Weiner cade pe locul patru in noul sondaj pentru primarul New Yorkului
5198	0.6	India acuza China de incalcarea granitei de facto	Senatul si Camera Reprezentantilor sunt intr-o disputa pe tema fondurilor pentru frontiere
5199	2.8	O femeie insarcinata din Sudan care s-a casatorit cu un barbat crestin a fost condamnata la moarte pentru „apostazie”	Sudanul a eliberat-o pe femeia crestina condamnata la moarte pentru apostazie
5200	5.0	Sotia diplomatului de varf al SUA, Kerry, dusa de urgenta la spital	Sotia secretarului de stat american John Kerry dusa de urgenta la spital
5201	3.8	Kerry urmareste o „strategia linistita” in procesul de pace din Orientul Mijlociu	Kerry se intalneste cu liderii israelieni pentru a grabi pacea din Orientul Mijlociu
5202	3.6	Coreea de Nord afirma ca urmeaza sa reporneasca reactorul nuclear	Coreea de Nord propune discutii: complexul se poate redeschide
5203	4.0	Instanta din Egipt ia in considerare eliberarea lui Mubarak	Curtea de Casatie din Egipt cere eliberarea lui Mubarak
5204	0.8	Politia: 13 raniti si 8 oameni ucisi de un atentator sinucigas in capitala afgana	4 morti in urma unui atentat sinucigas in Orasul Vechi al capitalei din Siria
5205	1.2	Suspectul atentatului cu bomba din Boston a fost acuzat pe patul de spital	O saptamana mai tarziu: Boston onoreaza victimele atentatului cu bomba; suspectul - in imposibilitatea de a vorbi
5206	0.4	Ploile impiedica salvarea victimelor inundatiilor din India	Politia: O turista americana a fost victima unui viol in grup in nordul Indiei
5207	1.6	O privire asupra atacurilor teroriste majore din estul Africii	Consiliul de Securitate al ONU critica atacul terorist mortal din capitala Kenyei
5208	0.8	Rusia raspunde la incetarea focului din Ucraina	Ciprul sechestreaza activele Ucrainei
5209	3.5	Kim Jong-un si-a executat unchiul pe care il considera „mai rau decat un caine”	Coreea de Nord il executa pe unchiul lui Kim Jong Un
5210	1.2	Sustinere plina de culoare la Campionatul Mondial din Brazilia	Merkel va asista la finala Campionatului Mondial de Fotbal
5211	3.6	Mandela ramane in spital	Mandela ramane in sectia de terapie intensiva
5212	4.4	Membrii echipajului feribotului sud-coreean vor fi trimisi in judecata	Membrii echipajului feribotului Sewol vor fi judecati
5213	5.0	Egiptul voteaza o noua constitutie	Egiptenii voteaza o noua constitutie
5214	2.8	Sase oficiali ai Pakistanului ucisi de un atac american cu drona	O drona americana a ucis 4 militanti in Pakistan
5215	2.0	Vietnamul detecteaza semnalele avionului disparut	China mareste aria de cautare a avionului disparut
5216	4.0	Cricket: Anglia vs Australia, tabela de scor a celui de-al patrulea test	Cricket: Anglia 155-4 impotriva Austrialiei, al patrulea test - un ceai
5217	0.4	Ziua nationala a RPDC va fi sarbatorita in Peru	Roverul Curiosity implineste un an de cand se afla pe Marte
5218	2.2	Un cutremur puternic cu magnitudinea de 7.6 pe scara Richter a lovit Insulele Solomon	Un cutremur cu magnitudinea de 6.9 pe scara Richter loveste coasta Californiei
5219	1.8	India Ink: Imaginea zilei: 21 mai	India Ink: Imaginea zilei: 16 ianuarie
5220	4.0	Liderul Australiei a fost destituit prin votul fulger al conducerii	Premierul australian Gillard a fost demis prin votul conducerii
5221	0.8	Obama critica violenta din Egipt, anuleaza exercitiile militare	Pakistanul critica confruntarile violente din Egipt
5222	0.0	Argentina declara doliu national pentru victimele inundatilor	Parintii cer formulare comune pentru inscrierea la crese
5223	2.2	Botezul printului, un amestec intre nou si vechi	Cand are loc botezul printului George? Planificarea botezului, nasii bebelusului regal si toate amanuntele necesare
5224	2.33	Ce spun ziarele, 20 mai 2013	Ce spun ziarele, 19 noiembrie 2013
